,MFI,artist,album,song,original_path,original_file,16k_path,16k_file,sample_full
7272,mujer,Katy Perry,Smile (Tough Love Remix) [16Bit-44.1kHz],01. Smile,/audio/mujer/Katy Perry/Smile (Tough Love Remix) [16Bit-44.1kHz],/audio/mujer/Katy Perry/Smile (Tough Love Remix) [16Bit-44.1kHz]/01. Smile.flac,..\data\masterDS,..\data\masterDS\01. Smile0.flac,full
7289,mujer,Katy Perry,Smile [24Bit-44.1kHz],01. Never Really Over,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/01. Never Really Over.flac,..\data\masterDS,..\data\masterDS\01. Never Really Over0.flac,full
7312,mujer,Katy Perry,Smile [24Bit-44.1kHz],01. Smile,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/01. Smile.flac,..\data\masterDS,..\data\masterDS\01. Smile0.flac,full
7329,mujer,Katy Perry,Smile [24Bit-44.1kHz],02. Cry About It Later,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/02. Cry About It Later.flac,..\data\masterDS,..\data\masterDS\02. Cry About It Later0.flac,full
7348,mujer,Katy Perry,Smile [24Bit-44.1kHz],03. Teary Eyes,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/03. Teary Eyes.flac,..\data\masterDS,..\data\masterDS\03. Teary Eyes0.flac,full
7367,mujer,Katy Perry,Smile [24Bit-44.1kHz],04. Daisies,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/04. Daisies.flac,..\data\masterDS,..\data\masterDS\04. Daisies0.flac,full
7385,mujer,Katy Perry,Smile [24Bit-44.1kHz],05. Resilient,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/05. Resilient.flac,..\data\masterDS,..\data\masterDS\05. Resilient0.flac,full
7404,mujer,Katy Perry,Smile [24Bit-44.1kHz],06. Not the End of the World,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/06. Not the End of the World.flac,..\data\masterDS,..\data\masterDS\06. Not the End of the World0.flac,full
7422,mujer,Katy Perry,Smile [24Bit-44.1kHz],07. Smile,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/07. Smile.flac,..\data\masterDS,..\data\masterDS\07. Smile0.flac,full
7439,mujer,Katy Perry,Smile [24Bit-44.1kHz],08. Champagne Problems,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/08. Champagne Problems.flac,..\data\masterDS,..\data\masterDS\08. Champagne Problems0.flac,full
7459,mujer,Katy Perry,Smile [24Bit-44.1kHz],09. Tucked,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/09. Tucked.flac,..\data\masterDS,..\data\masterDS\09. Tucked0.flac,full
7478,mujer,Katy Perry,Smile [24Bit-44.1kHz],10. Harleys In Hawaii,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/10. Harleys In Hawaii.flac,..\data\masterDS,..\data\masterDS\10. Harleys In Hawaii0.flac,full
7497,mujer,Katy Perry,Smile [24Bit-44.1kHz],11. Only Love,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/11. Only Love.flac,..\data\masterDS,..\data\masterDS\11. Only Love0.flac,full
7517,mujer,Katy Perry,Smile [24Bit-44.1kHz],12. What Makes A Woman,/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz],/audio/mujer/Katy Perry/Smile [24Bit-44.1kHz]/12. What Makes A Woman.flac,..\data\masterDS,..\data\masterDS\12. What Makes A Woman0.flac,full
7531,mujer,Katy Perry,Swish Swish (Blonde Remix) [16Bit-44.1kHz],01. Swish Swish,/audio/mujer/Katy Perry/Swish Swish (Blonde Remix) [16Bit-44.1kHz],/audio/mujer/Katy Perry/Swish Swish (Blonde Remix) [16Bit-44.1kHz]/01. Swish Swish.flac,..\data\masterDS,..\data\masterDS\01. Swish Swish0.flac,full
7556,mujer,Katy Perry,Swish Swish (Cheat Codes Remix) [16Bit-44.1kHz],01. Swish Swish,/audio/mujer/Katy Perry/Swish Swish (Cheat Codes Remix) [16Bit-44.1kHz],/audio/mujer/Katy Perry/Swish Swish (Cheat Codes Remix) [16Bit-44.1kHz]/01. Swish Swish.flac,..\data\masterDS,..\data\masterDS\01. Swish Swish0.flac,full
7575,mujer,Katy Perry,Swish Swish (Valentino Khan Remix) [16Bit-44.1kHz],01. Swish Swish,/audio/mujer/Katy Perry/Swish Swish (Valentino Khan Remix) [16Bit-44.1kHz],/audio/mujer/Katy Perry/Swish Swish (Valentino Khan Remix) [16Bit-44.1kHz]/01. Swish Swish.flac,..\data\masterDS,..\data\masterDS\01. Swish Swish0.flac,full
7596,mujer,Katy Perry,Teenage Dream - Remix EP [16Bit-44.1kHz],01. Teenage Dream,/audio/mujer/Katy Perry/Teenage Dream - Remix EP [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream - Remix EP [16Bit-44.1kHz]/01. Teenage Dream.flac,..\data\masterDS,..\data\masterDS\01. Teenage Dream0.flac,full
7620,mujer,Katy Perry,Teenage Dream - Remix EP [16Bit-44.1kHz],02. Teenage Dream,/audio/mujer/Katy Perry/Teenage Dream - Remix EP [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream - Remix EP [16Bit-44.1kHz]/02. Teenage Dream.flac,..\data\masterDS,..\data\masterDS\02. Teenage Dream0.flac,full
7663,mujer,Katy Perry,Teenage Dream - Remix EP [16Bit-44.1kHz],03. Teenage Dream,/audio/mujer/Katy Perry/Teenage Dream - Remix EP [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream - Remix EP [16Bit-44.1kHz]/03. Teenage Dream.flac,..\data\masterDS,..\data\masterDS\03. Teenage Dream0.flac,full
7704,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],01. Teenage Dream,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/01. Teenage Dream.flac,..\data\masterDS,..\data\masterDS\01. Teenage Dream0.flac,full
7727,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],02. Last Friday Night (T.G.I.F.),/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/02. Last Friday Night (T.G.I.F.).flac,..\data\masterDS,..\data\masterDS\02. Last Friday Night (T.G.I.F.)0.flac,full
7751,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],03. California Gurls,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/03. California Gurls.flac,..\data\masterDS,..\data\masterDS\03. California Gurls0.flac,full
7775,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],04. Firework,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/04. Firework.flac,..\data\masterDS,..\data\masterDS\04. Firework0.flac,full
7798,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],05. Peacock,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/05. Peacock.flac,..\data\masterDS,..\data\masterDS\05. Peacock0.flac,full
7822,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],06. Circle The Drain,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/06. Circle The Drain.flac,..\data\masterDS,..\data\masterDS\06. Circle The Drain0.flac,full
7850,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],07. The One That Got Away,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/07. The One That Got Away.flac,..\data\masterDS,..\data\masterDS\07. The One That Got Away0.flac,full
7873,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],08. E.T,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/08. E.T.flac,..\data\masterDS,..\data\masterDS\08. E.T0.flac,full
7894,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],09. Who Am I Living For,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/09. Who Am I Living For.flac,..\data\masterDS,..\data\masterDS\09. Who Am I Living For0.flac,full
7919,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],10. Pearl,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/10. Pearl.flac,..\data\masterDS,..\data\masterDS\10. Pearl0.flac,full
7944,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],11. Hummingbird Heartbeat,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/11. Hummingbird Heartbeat.flac,..\data\masterDS,..\data\masterDS\11. Hummingbird Heartbeat0.flac,full
7966,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],12. Not Like The Movies,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/12. Not Like The Movies.flac,..\data\masterDS,..\data\masterDS\12. Not Like The Movies0.flac,full
7991,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],13. The One That Got Away,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/13. The One That Got Away.flac,..\data\masterDS,..\data\masterDS\13. The One That Got Away0.flac,full
8017,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],14. Part Of Me,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/14. Part Of Me.flac,..\data\masterDS,..\data\masterDS\14. Part Of Me0.flac,full
8039,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],15. Wide Awake,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/15. Wide Awake.flac,..\data\masterDS,..\data\masterDS\15. Wide Awake0.flac,full
8062,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],16. Dressin' Up,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/16. Dressin' Up.flac,..\data\masterDS,..\data\masterDS\16. Dressin' Up0.flac,full
8085,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],17. E.T,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/17. E.T.flac,..\data\masterDS,..\data\masterDS\17. E.T0.flac,full
8108,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],18. Last Friday Night (T.G.I.F.),/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/18. Last Friday Night (T.G.I.F.).flac,..\data\masterDS,..\data\masterDS\18. Last Friday Night (T.G.I.F.)0.flac,full
8132,mujer,Katy Perry,Teenage Dream The Complete Confection [16Bit-44.1kHz],19. Tommie Sunshine's Megasix Smash-Up,/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream The Complete Confection [16Bit-44.1kHz]/19. Tommie Sunshine's Megasix Smash-Up.flac,..\data\masterDS,..\data\masterDS\19. Tommie Sunshine's Megasix Smash-Up0.flac,full
8175,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],01. Teenage Dream,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/01. Teenage Dream.flac,..\data\masterDS,..\data\masterDS\01. Teenage Dream0.flac,full
8198,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],02. Last Friday Night (T.G.I.F.),/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/02. Last Friday Night (T.G.I.F.).flac,..\data\masterDS,..\data\masterDS\02. Last Friday Night (T.G.I.F.)0.flac,full
8222,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],03. California Gurls,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/03. California Gurls.flac,..\data\masterDS,..\data\masterDS\03. California Gurls0.flac,full
8246,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],04. Firework,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/04. Firework.flac,..\data\masterDS,..\data\masterDS\04. Firework0.flac,full
8269,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],05. Peacock,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/05. Peacock.flac,..\data\masterDS,..\data\masterDS\05. Peacock0.flac,full
8293,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],06. Circle The Drain,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/06. Circle The Drain.flac,..\data\masterDS,..\data\masterDS\06. Circle The Drain0.flac,full
8321,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],07. The One That Got Away,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/07. The One That Got Away.flac,..\data\masterDS,..\data\masterDS\07. The One That Got Away0.flac,full
8344,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],08. E.T,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/08. E.T.flac,..\data\masterDS,..\data\masterDS\08. E.T0.flac,full
8365,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],09. Who Am I Living For,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/09. Who Am I Living For.flac,..\data\masterDS,..\data\masterDS\09. Who Am I Living For0.flac,full
8390,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],10. Pearl,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/10. Pearl.flac,..\data\masterDS,..\data\masterDS\10. Pearl0.flac,full
8415,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],11. Hummingbird Heartbeat,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/11. Hummingbird Heartbeat.flac,..\data\masterDS,..\data\masterDS\11. Hummingbird Heartbeat0.flac,full
8437,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],12. Not Like The Movies,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/12. Not Like The Movies.flac,..\data\masterDS,..\data\masterDS\12. Not Like The Movies0.flac,full
8462,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],13. California Gurls,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/13. California Gurls.flac,..\data\masterDS,..\data\masterDS\13. California Gurls0.flac,full
8488,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],14. California Gurls,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/14. California Gurls.flac,..\data\masterDS,..\data\masterDS\14. California Gurls0.flac,full
8513,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],15. Teenage Dream,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/15. Teenage Dream.flac,..\data\masterDS,..\data\masterDS\15. Teenage Dream0.flac,full
8552,mujer,Katy Perry,Teenage Dream [16Bit-44.1kHz],16. Peacock,/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz],/audio/mujer/Katy Perry/Teenage Dream [16Bit-44.1kHz]/16. Peacock.flac,..\data\masterDS,..\data\masterDS\16. Peacock0.flac,full
8586,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],01. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/01. The One That Got Away.flac,..\data\masterDS,..\data\masterDS\01. The One That Got Away0.flac,full
8635,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],02. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/02. The One That Got Away.flac,..\data\masterDS,..\data\masterDS\02. The One That Got Away0.flac,full
8670,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],03. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/03. The One That Got Away.flac,..\data\masterDS,..\data\masterDS\03. The One That Got Away0.flac,full
8705,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],04. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/04. The One That Got Away.flac,..\data\masterDS,..\data\masterDS\04. The One That Got Away0.flac,full
8742,mujer,Katy Perry,The One That Got Away (Remix Bundle) [16Bit-44.1kHz],05. The One That Got Away,/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz],/audio/mujer/Katy Perry/The One That Got Away (Remix Bundle) [16Bit-44.1kHz]/05. The One That Got Away.flac,..\data\masterDS,..\data\masterDS\05. The One That Got Away0.flac,full
8781,mujer,Katy Perry,Thinking Of You [16Bit-44.1kHz],01. Thinking Of You,/audio/mujer/Katy Perry/Thinking Of You [16Bit-44.1kHz],/audio/mujer/Katy Perry/Thinking Of You [16Bit-44.1kHz]/01. Thinking Of You.flac,..\data\masterDS,..\data\masterDS\01. Thinking Of You0.flac,full
8806,mujer,Katy Perry,Thinking Of You [16Bit-44.1kHz],02. Thinking Of You,/audio/mujer/Katy Perry/Thinking Of You [16Bit-44.1kHz],/audio/mujer/Katy Perry/Thinking Of You [16Bit-44.1kHz]/02. Thinking Of You.flac,..\data\masterDS,..\data\masterDS\02. Thinking Of You0.flac,full
8836,mujer,Katy Perry,This Is How We Do [16Bit-44.1kHz],01. This Is How We Do,/audio/mujer/Katy Perry/This Is How We Do [16Bit-44.1kHz],/audio/mujer/Katy Perry/This Is How We Do [16Bit-44.1kHz]/01. This Is How We Do.flac,..\data\masterDS,..\data\masterDS\01. This Is How We Do0.flac,full
8857,mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",01. I Kissed A Girl,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]","/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/01. I Kissed A Girl.flac",..\data\masterDS,..\data\masterDS\01. I Kissed A Girl0.flac,full
8883,mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",02. Ur So Gay,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]","/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/02. Ur So Gay.flac",..\data\masterDS,..\data\masterDS\02. Ur So Gay0.flac,full
8910,mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",03. Hackensack,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]","/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/03. Hackensack.flac",..\data\masterDS,..\data\masterDS\03. Hackensack0.flac,full
8929,mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",04. Thinking Of You,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]","/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/04. Thinking Of You.flac",..\data\masterDS,..\data\masterDS\04. Thinking Of You0.flac,full
8957,mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",05. Lost,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]","/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/05. Lost.flac",..\data\masterDS,..\data\masterDS\05. Lost0.flac,full
8987,mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",06. Waking Up In Vegas,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]","/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/06. Waking Up In Vegas.flac",..\data\masterDS,..\data\masterDS\06. Waking Up In Vegas0.flac,full
9009,mujer,Katy Perry,"Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]",07. Brick By Brick,"/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]","/audio/mujer/Katy Perry/Unplugged (Live At MTV Unplugged, New York, NY2009) [16Bit-44.1kHz]/07. Brick By Brick.flac",..\data\masterDS,..\data\masterDS\07. Brick By Brick0.flac,full
9037,mujer,Katy Perry,Ur So Gay [16Bit-44.1kHz],01. Ur So Gay,/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz],/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz]/01. Ur So Gay.flac,..\data\masterDS,..\data\masterDS\01. Ur So Gay0.flac,full
9059,mujer,Katy Perry,Ur So Gay [16Bit-44.1kHz],02. Ur So Gay,/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz],/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz]/02. Ur So Gay.flac,..\data\masterDS,..\data\masterDS\02. Ur So Gay0.flac,full
9095,mujer,Katy Perry,Ur So Gay [16Bit-44.1kHz],03. Use Your Love,/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz],/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz]/03. Use Your Love.flac,..\data\masterDS,..\data\masterDS\03. Use Your Love0.flac,full
9114,mujer,Katy Perry,Ur So Gay [16Bit-44.1kHz],04. Lost,/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz],/audio/mujer/Katy Perry/Ur So Gay [16Bit-44.1kHz]/04. Lost.flac,..\data\masterDS,..\data\masterDS\04. Lost0.flac,full
9141,mujer,Katy Perry,Waking Up In Vegas [16Bit-44.1kHz],01. Waking Up in Vegas,/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz],/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz]/01. Waking Up in Vegas.flac,..\data\masterDS,..\data\masterDS\01. Waking Up in Vegas0.flac,full
9162,mujer,Katy Perry,Waking Up In Vegas [16Bit-44.1kHz],02. Waking Up In Vegas,/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz],/audio/mujer/Katy Perry/Waking Up In Vegas [16Bit-44.1kHz]/02. Waking Up In Vegas.flac,..\data\masterDS,..\data\masterDS\02. Waking Up In Vegas0.flac,full
